datetime,count
2011-01-31 12:00,59.05
2011-01-31 13:00,53.92
2011-01-31 14:00,51.25
2011-01-31 15:00,47.4
2011-01-31 16:00,69.64
2011-01-31 17:00,158.72
2011-01-31 18:00,154.0
2011-01-31 19:00,128.41
2011-01-31 20:00,57.0
2011-01-31 21:00,33.15
2011-01-31 22:00,31.72
2011-01-31 23:00,17.46
2011-02-20 0:00,32.58
2011-02-20 1:00,23.33
2011-02-20 2:00,16.95
2011-02-20 3:00,8.54
2011-02-20 4:00,2.62
2011-02-20 6:00,3.03
2011-02-20 7:00,9.92
2011-02-20 8:00,18.43
2011-02-20 9:00,34.09
2011-02-20 10:00,97.26
2011-02-20 11:00,117.17
2011-02-20 12:00,132.59
2011-02-20 13:00,154.51
2011-02-20 14:00,139.63
2011-02-20 15:00,159.38
2011-02-20 16:00,154.19
2011-02-20 17:00,108.84
2011-02-20 18:00,77.57
2011-02-20 19:00,69.95
2011-02-20 20:00,69.06
2011-02-20 21:00,58.96
2011-02-20 22:00,42.36
2011-02-20 23:00,34.4
2011-02-21 0:00,25.78
2011-02-21 1:00,20.11
2011-02-21 2:00,10.76
2011-02-21 3:00,4.22
2011-02-21 4:00,4.48
2011-02-21 5:00,6.59
2011-02-21 6:00,28.4
2011-02-21 7:00,75.53
2011-02-21 8:00,94.43
2011-02-21 9:00,91.47
2011-02-21 10:00,84.99
2011-02-21 11:00,83.62
2011-02-21 12:00,87.74
2011-02-21 13:00,68.69
2011-02-21 14:00,89.08
2011-02-21 15:00,92.8
2011-02-21 16:00,76.05
2011-02-21 17:00,86.59
2011-02-21 18:00,81.12
2011-02-21 19:00,74.15
2011-02-21 20:00,37.45
2011-02-21 21:00,27.94
2011-02-21 22:00,25.57
2011-02-21 23:00,13.67
2011-02-22 6:00,30.94
2011-02-22 7:00,86.4
2011-02-22 8:00,196.86
2011-02-22 9:00,102.43
2011-02-22 10:00,44.3
2011-02-22 11:00,49.3
2011-02-22 12:00,59.06
2011-02-22 13:00,74.0
2011-02-22 14:00,72.53
2011-02-22 15:00,75.27
2011-02-22 16:00,71.97
2011-02-22 17:00,158.88
2011-02-22 18:00,158.24
2011-02-22 19:00,99.44
2011-02-22 20:00,69.39
2011-02-22 21:00,48.75
2011-02-22 22:00,27.73
2011-02-22 23:00,18.1
2011-02-23 0:00,11.18
2011-02-23 1:00,5.41
2011-02-23 2:00,2.114
2011-02-23 3:00,1.43
2011-02-23 5:00,5.64
2011-02-23 6:00,29.4
2011-02-23 7:00,75.86
2011-02-23 8:00,185.46
2011-02-23 9:00,123.0
2011-02-23 10:00,53.84
2011-02-23 11:00,60.08
2011-02-23 12:00,76.55
2011-02-23 13:00,77.8
2011-02-23 14:00,77.98
2011-02-23 15:00,78.52
2011-02-23 16:00,102.45
2011-02-23 17:00,234.58
2011-02-23 18:00,210.1
2011-02-23 19:00,135.48
2011-02-23 20:00,74.55
2011-02-23 21:00,64.59
2011-02-23 22:00,44.86
2011-02-23 23:00,24.89
2011-02-24 0:00,10.87
2011-02-24 1:00,5.14
2011-02-24 2:00,2.34
2011-02-24 3:00,2.14
2011-02-24 5:00,6.53
2011-02-24 6:00,36.3
2011-02-24 7:00,98.72
2011-02-24 8:00,253.49
2011-02-24 9:00,132.77
2011-02-24 10:00,58.89
2011-02-24 11:00,72.45
2011-02-24 12:00,94.29
2011-02-24 13:00,88.76
2011-02-24 14:00,90.21
2011-02-24 15:00,37.49
2011-02-24 16:00,51.63
2011-02-24 17:00,181.88
2011-02-24 18:00,175.99
2011-02-24 19:00,94.69
2011-02-24 20:00,76.37
2011-02-24 21:00,60.24
2011-02-24 22:00,35.7
2011-02-24 23:00,36.55
2011-02-25 0:00,13.38
2011-02-25 1:00,11.27
2011-02-25 2:00,8.045
2011-02-25 3:00,2.18
2011-02-25 5:00,7.66
2011-02-25 6:00,26.57
2011-02-25 7:00,65.25
2011-02-25 8:00,138.63
2011-02-25 9:00,71.77
2011-02-25 10:00,41.98
2011-02-25 11:00,148.97
2011-02-25 12:00,172.6
2011-02-25 13:00,173.23
2011-02-25 14:00,182.95
2011-02-25 15:00,191.16
2011-02-25 16:00,109.84
2011-02-25 17:00,190.55
2011-02-25 18:00,164.25
2011-02-25 19:00,112.65
2011-02-25 20:00,67.49
2011-02-25 21:00,51.37
2011-02-25 22:00,42.4
2011-02-25 23:00,29.66
2011-02-26 0:00,27.96
2011-02-26 1:00,21.52
2011-02-26 2:00,16.3
2011-02-26 3:00,12.24
2011-02-26 4:00,3.39
2011-02-26 5:00,3.03
2011-02-26 6:00,2.56
2011-02-26 7:00,8.55
2011-02-26 8:00,24.13
2011-02-26 9:00,55.91166666666667
2011-02-26 10:00,108.75
2011-02-26 11:00,129.58
2011-02-26 12:00,125.55
2011-02-26 13:00,135.21
2011-02-26 14:00,131.96
2011-02-26 15:00,132.92
2011-02-26 16:00,139.65
2011-02-26 17:00,117.83
2011-02-26 18:00,85.74
2011-02-26 19:00,71.94
2011-02-26 20:00,62.69
2011-02-26 21:00,40.1
2011-02-26 22:00,44.65
2011-02-26 23:00,46.45
2011-02-27 0:00,28.84
2011-02-27 1:00,26.04
2011-02-27 2:00,23.02
2011-02-27 3:00,11.81
2011-02-27 4:00,5.16
2011-02-27 6:00,2.98
2011-02-27 7:00,9.09
2011-02-27 8:00,32.5
2011-02-27 9:00,48.09
2011-02-27 10:00,72.38
2011-02-27 11:00,113.05
2011-02-27 12:00,153.87
2011-02-27 13:00,163.0
2011-02-27 14:00,178.46
2011-02-27 15:00,239.16
2011-02-27 16:00,270.19
2011-02-27 17:00,130.9
2011-02-27 18:00,117.61
2011-02-27 19:00,98.24
2011-02-27 20:00,79.51
2011-02-27 21:00,70.59
2011-02-27 22:00,56.92
2011-02-27 23:00,37.31
2011-02-28 0:00,19.56
2011-02-28 1:00,4.91
2011-02-28 3:00,1.84
2011-02-28 5:00,7.57
2011-02-28 6:00,38.51
2011-02-28 7:00,118.86
2011-02-28 8:00,229.12
2011-02-28 9:00,146.6
2011-02-28 10:00,88.8
2011-02-28 11:00,113.89
2011-02-28 12:00,118.41
2011-02-28 13:00,108.54
2011-02-28 14:00,63.18
2011-02-28 15:00,62.7
2011-02-28 16:00,84.21
2011-02-28 17:00,190.17
2011-02-28 18:00,169.98
2011-02-28 19:00,114.25
2011-02-28 20:00,86.89
2011-02-28 21:00,67.81
2011-02-28 22:00,36.72
2011-02-28 23:00,26.13
2011-03-20 0:00,34.45
2011-03-20 1:00,31.39
2011-03-20 2:00,21.31
2011-03-20 3:00,10.79
2011-03-20 4:00,1.41
2011-03-20 5:00,1.67
2011-03-20 6:00,1.53
2011-03-20 7:00,10.79
2011-03-20 8:00,35.89
2011-03-20 9:00,61.49
2011-03-20 10:00,127.85
2011-03-20 11:00,145.12
2011-03-20 12:00,156.56
2011-03-20 13:00,159.6
2011-03-20 14:00,159.02
2011-03-20 15:00,160.62
2011-03-20 16:00,151.71
2011-03-20 17:00,104.87
2011-03-20 18:00,123.59
2011-03-20 19:00,74.29
2011-03-20 20:00,65.1
2011-03-20 21:00,56.38
2011-03-20 22:00,49.34
2011-03-20 23:00,36.6
2011-03-21 0:00,22.26
2011-03-21 1:00,13.67
2011-03-21 2:00,8.38
2011-03-21 3:00,3.19
2011-03-21 5:00,15.5
2011-03-21 6:00,59.99
2011-03-21 7:00,85.53
2011-03-21 8:00,243.27
2011-03-21 9:00,161.65
2011-03-21 10:00,95.63
2011-03-21 11:00,113.41
2011-03-21 12:00,127.36
2011-03-21 13:00,125.11
2011-03-21 14:00,120.86
2011-03-21 15:00,168.7
2011-03-21 16:00,217.81
2011-03-21 17:00,453.92
2011-03-21 18:00,405.39
2011-03-21 19:00,295.21
2011-03-21 20:00,247.22
2011-03-21 21:00,102.84
2011-03-21 22:00,112.65
2011-03-21 23:00,58.05
2011-03-22 0:00,53.26
2011-03-22 1:00,11.15
2011-03-22 2:00,7.71
2011-03-22 3:00,4.41
2011-03-22 4:00,4.6
2011-03-22 5:00,18.29
2011-03-22 6:00,81.22
2011-03-22 7:00,207.24
2011-03-22 8:00,282.1
2011-03-22 9:00,150.55
2011-03-22 10:00,119.42
2011-03-22 11:00,122.21
2011-03-22 12:00,144.12
2011-03-22 13:00,138.87
2011-03-22 14:00,116.56
2011-03-22 15:00,134.34
2011-03-22 16:00,238.15
2011-03-22 17:00,428.05
2011-03-22 18:00,396.5
2011-03-22 19:00,201.8
2011-03-22 20:00,142.94
2011-03-22 21:00,101.3
2011-03-22 22:00,79.43
2011-03-22 23:00,50.8
2011-03-23 0:00,28.53
2011-03-23 1:00,9.85
2011-03-23 2:00,5.703333333333334
2011-03-23 3:00,3.97
2011-03-23 5:00,10.89
2011-03-23 6:00,64.8
2011-03-23 7:00,141.12
2011-03-23 8:00,253.99
2011-03-23 9:00,147.35
2011-03-23 10:00,58.14
2011-03-23 11:00,64.32
2011-03-23 12:00,66.79
2011-03-23 13:00,78.63
2011-03-23 14:00,99.73
2011-03-23 15:00,90.24
2011-03-23 16:00,149.52
2011-03-23 17:00,332.98
2011-03-23 18:00,194.82
2011-03-23 19:00,134.03
2011-03-23 20:00,62.69
2011-03-23 21:00,53.63
2011-03-23 22:00,69.03
2011-03-23 23:00,41.91
2011-03-24 0:00,19.86
2011-03-24 1:00,8.29
2011-03-24 2:00,5.94
2011-03-24 3:00,3.515833333333333
2011-03-24 4:00,3.1833333333333336
2011-03-24 5:00,13.87
2011-03-24 6:00,61.58
2011-03-24 7:00,75.79
2011-03-24 8:00,110.74
2011-03-24 9:00,135.76
2011-03-24 10:00,56.38
2011-03-24 11:00,68.99
2011-03-24 12:00,76.14
2011-03-24 13:00,79.94
2011-03-24 14:00,95.54
2011-03-24 15:00,85.26
2011-03-24 16:00,119.99
2011-03-24 17:00,250.62
2011-03-24 18:00,226.71
2011-03-24 19:00,164.3
2011-03-24 20:00,102.55
2011-03-24 21:00,88.99
2011-03-24 22:00,71.02
2011-03-24 23:00,50.57
2011-03-25 0:00,23.16
2011-03-25 1:00,9.99
2011-03-25 2:00,7.55
2011-03-25 3:00,3.013333333333333
2011-03-25 4:00,2.4203333333333332
2011-03-25 5:00,14.53
2011-03-25 6:00,65.81
2011-03-25 7:00,178.1
2011-03-25 8:00,291.37
2011-03-25 9:00,171.39
2011-03-25 10:00,98.78
2011-03-25 11:00,101.63
2011-03-25 12:00,118.99
2011-03-25 13:00,116.85
2011-03-25 14:00,129.43
2011-03-25 15:00,119.86
2011-03-25 16:00,158.49
2011-03-25 17:00,241.99
2011-03-25 18:00,249.04
2011-03-25 19:00,142.05
2011-03-25 20:00,103.73
2011-03-25 21:00,83.33
2011-03-25 22:00,61.96
2011-03-25 23:00,51.39
2011-03-26 0:00,35.68
2011-03-26 1:00,32.32
2011-03-26 2:00,24.37
2011-03-26 3:00,12.84
2011-03-26 4:00,4.63
2011-03-26 5:00,4.56
2011-03-26 6:00,13.82
2011-03-26 7:00,30.46
2011-03-26 8:00,95.67
2011-03-26 9:00,115.58
2011-03-26 10:00,158.13
2011-03-26 11:00,168.72
2011-03-26 12:00,198.07
2011-03-26 13:00,207.91
2011-03-26 14:00,201.13
2011-03-26 15:00,207.4
2011-03-26 16:00,199.98
2011-03-26 17:00,202.26
2011-03-26 18:00,178.05
2011-03-26 19:00,124.58
2011-03-26 20:00,80.29
2011-03-26 21:00,69.44
2011-03-26 22:00,63.32
2011-03-26 23:00,47.22
2011-03-27 0:00,37.7
2011-03-27 1:00,30.25
2011-03-27 2:00,25.65
2011-03-27 3:00,12.233333333333334
2011-03-27 4:00,5.01
2011-03-27 6:00,9.93
2011-03-27 7:00,94.0
2011-03-27 8:00,74.13
2011-03-27 9:00,88.22
2011-03-27 10:00,129.49
2011-03-27 11:00,149.28
2011-03-27 12:00,167.79
2011-03-27 13:00,189.47
2011-03-27 14:00,194.8
2011-03-27 15:00,197.87
2011-03-27 16:00,203.31
2011-03-27 17:00,199.38
2011-03-27 18:00,163.79
2011-03-27 19:00,140.28
2011-03-27 20:00,86.5
2011-03-27 21:00,58.08
2011-03-27 22:00,48.25
2011-03-27 23:00,49.48
2011-03-28 0:00,15.11
2011-03-28 1:00,7.47
2011-03-28 2:00,5.45
2011-03-28 3:00,3.59
2011-03-28 5:00,13.64
2011-03-28 6:00,61.77
2011-03-28 7:00,178.97
2011-03-28 8:00,266.26
2011-03-28 9:00,162.67
2011-03-28 10:00,111.81
2011-03-28 11:00,107.55
2011-03-28 12:00,125.2
2011-03-28 13:00,116.21
2011-03-28 14:00,119.0
2011-03-28 15:00,118.22
2011-03-28 16:00,154.71
2011-03-28 17:00,280.33
2011-03-28 18:00,267.17
2011-03-28 19:00,191.12
2011-03-28 20:00,125.11
2011-03-28 21:00,100.59
2011-03-28 22:00,64.23
2011-03-28 23:00,39.68
2011-03-29 0:00,16.19
2011-03-29 1:00,6.61
2011-03-29 2:00,9.71
2011-03-29 3:00,2.47
2011-03-29 4:00,3.48
2011-03-29 5:00,15.19
2011-03-29 6:00,64.19
2011-03-29 7:00,183.38
2011-03-29 8:00,282.49
2011-03-29 9:00,171.85
2011-03-29 10:00,102.59
2011-03-29 11:00,101.26
2011-03-29 12:00,113.3
2011-03-29 13:00,115.43
2011-03-29 14:00,122.22
2011-03-29 15:00,123.02
2011-03-29 16:00,165.85
2011-03-29 17:00,345.15
2011-03-29 18:00,303.31
2011-03-29 19:00,190.01
2011-03-29 20:00,141.08
2011-03-29 21:00,105.46
2011-03-29 22:00,73.89
2011-03-29 23:00,51.64
2011-03-30 0:00,22.9
2011-03-30 1:00,11.51
2011-03-30 2:00,5.86
2011-03-30 3:00,4.12
2011-03-30 4:00,4.19
2011-03-30 5:00,15.86
2011-03-30 6:00,66.33
2011-03-30 7:00,187.91
2011-03-30 8:00,286.33
2011-03-30 9:00,156.87
2011-03-30 10:00,83.79
2011-03-30 11:00,83.59
2011-03-30 12:00,103.19
2011-03-30 13:00,104.41
2011-03-30 14:00,91.98
2011-03-30 15:00,56.51
2011-03-30 16:00,73.35
2011-03-30 17:00,146.16
2011-03-30 18:00,168.26
2011-03-30 19:00,114.26
2011-03-30 20:00,66.06
2011-03-30 21:00,71.79
2011-03-30 22:00,42.94
2011-03-30 23:00,33.07
2011-03-31 0:00,13.61
2011-03-31 1:00,10.57
2011-03-31 2:00,6.246666666666666
2011-03-31 3:00,3.5175
2011-03-31 4:00,3.37
2011-03-31 5:00,11.51
2011-03-31 6:00,36.83
2011-03-31 7:00,86.98
2011-03-31 8:00,220.13
2011-03-31 9:00,77.56
2011-03-31 10:00,56.61
2011-03-31 11:00,60.25
2011-03-31 12:00,61.82
2011-03-31 13:00,72.98
2011-03-31 14:00,72.3
2011-03-31 15:00,51.25
2011-03-31 16:00,104.6
2011-03-31 17:00,198.71
2011-03-31 18:00,205.28
2011-03-31 19:00,146.77
2011-03-31 20:00,65.95
2011-03-31 21:00,82.63
2011-03-31 22:00,48.01
2011-03-31 23:00,43.41
2011-04-20 0:00,48.11
2011-04-20 1:00,9.6
2011-04-20 2:00,8.75
2011-04-20 3:00,4.91
2011-04-20 4:00,4.84
2011-04-20 5:00,18.56
2011-04-20 6:00,86.74
2011-04-20 7:00,247.09
2011-04-20 8:00,439.03
2011-04-20 9:00,209.72
2011-04-20 10:00,134.86
2011-04-20 11:00,135.92
2011-04-20 12:00,200.89
2011-04-20 13:00,194.73
2011-04-20 14:00,170.86
2011-04-20 15:00,171.86
2011-04-20 16:00,284.51
2011-04-20 17:00,509.32
2011-04-20 18:00,520.6
2011-04-20 19:00,413.55
2011-04-20 20:00,311.05
2011-04-20 21:00,225.99
2011-04-20 22:00,155.71
2011-04-20 23:00,91.38
2011-04-21 0:00,40.1
2011-04-21 1:00,16.31
2011-04-21 2:00,13.12
2011-04-21 3:00,3.6
2011-04-21 4:00,4.21
2011-04-21 5:00,21.14
2011-04-21 6:00,62.58
2011-04-21 7:00,196.05
2011-04-21 8:00,294.23
2011-04-21 9:00,172.37
2011-04-21 10:00,125.66
2011-04-21 11:00,141.22
2011-04-21 12:00,174.64
2011-04-21 13:00,170.09
2011-04-21 14:00,136.75
2011-04-21 15:00,142.58
2011-04-21 16:00,209.18
2011-04-21 17:00,436.22
2011-04-21 18:00,366.82
2011-04-21 19:00,239.93
2011-04-21 20:00,181.33
2011-04-21 21:00,121.32
2011-04-21 22:00,92.84
2011-04-21 23:00,68.13
2011-04-22 0:00,35.72
2011-04-22 1:00,20.23
2011-04-22 2:00,11.83
2011-04-22 3:00,4.02
2011-04-22 4:00,4.06
2011-04-22 5:00,16.02
2011-04-22 6:00,73.47
2011-04-22 7:00,155.68
2011-04-22 8:00,284.37
2011-04-22 9:00,169.02
2011-04-22 10:00,112.15
2011-04-22 11:00,94.42
2011-04-22 12:00,95.04
2011-04-22 13:00,68.15
2011-04-22 14:00,31.34
2011-04-22 15:00,65.22
2011-04-22 16:00,106.72
2011-04-22 17:00,140.97
2011-04-22 18:00,109.26
2011-04-22 19:00,99.51
2011-04-22 20:00,75.41
2011-04-22 21:00,55.02
2011-04-22 22:00,53.6
2011-04-22 23:00,50.07
2011-04-23 0:00,36.29
2011-04-23 1:00,27.69
2011-04-23 2:00,23.565
2011-04-23 3:00,17.4
2011-04-23 4:00,7.34
2011-04-23 5:00,6.95
2011-04-23 6:00,13.54
2011-04-23 7:00,61.31
2011-04-23 8:00,59.06
2011-04-23 9:00,82.86
2011-04-23 10:00,143.84
2011-04-23 11:00,161.58
2011-04-23 12:00,218.18
2011-04-23 13:00,237.63
2011-04-23 14:00,312.99
2011-04-23 15:00,356.83
2011-04-23 16:00,339.39
2011-04-23 17:00,327.88
2011-04-23 18:00,279.34
2011-04-23 19:00,254.21
2011-04-23 20:00,182.99
2011-04-23 21:00,166.48
2011-04-23 22:00,132.86
2011-04-23 23:00,105.15
2011-04-24 0:00,100.6
2011-04-24 1:00,77.4
2011-04-24 2:00,57.13
2011-04-24 3:00,33.06
2011-04-24 4:00,11.41
2011-04-24 5:00,12.13
2011-04-24 6:00,11.15
2011-04-24 7:00,39.98
2011-04-24 8:00,77.66
2011-04-24 9:00,130.63
2011-04-24 10:00,258.04
2011-04-24 11:00,370.66
2011-04-24 12:00,376.62
2011-04-24 13:00,364.89
2011-04-24 14:00,386.43
2011-04-24 15:00,394.19
2011-04-24 16:00,412.06
2011-04-24 17:00,355.7383333333333
2011-04-24 18:00,328.13
2011-04-24 19:00,251.68
2011-04-24 20:00,170.9
2011-04-24 21:00,70.85
2011-04-24 22:00,50.1
2011-04-24 23:00,56.44
2011-04-25 0:00,27.88
2011-04-25 1:00,14.81
2011-04-25 2:00,10.58
2011-04-25 3:00,4.77
2011-04-25 4:00,5.17
2011-04-25 5:00,15.67
2011-04-25 6:00,92.74
2011-04-25 7:00,247.39
2011-04-25 8:00,377.99
2011-04-25 9:00,182.6
2011-04-25 10:00,115.77
2011-04-25 11:00,132.46
2011-04-25 12:00,173.0
2011-04-25 13:00,172.49
2011-04-25 14:00,158.55
2011-04-25 15:00,174.72
2011-04-25 16:00,285.73
2011-04-25 17:00,537.62
2011-04-25 18:00,482.34
2011-04-25 19:00,367.56
2011-04-25 20:00,293.62
2011-04-25 21:00,194.54
2011-04-25 22:00,109.96
2011-04-25 23:00,71.41
2011-04-26 0:00,29.48
2011-04-26 1:00,13.88
2011-04-26 2:00,6.51
2011-04-26 3:00,3.21
2011-04-26 4:00,4.38
2011-04-26 5:00,25.26
2011-04-26 6:00,116.32
2011-04-26 7:00,317.69
2011-04-26 8:00,439.29
2011-04-26 9:00,204.97
2011-04-26 10:00,126.19
2011-04-26 11:00,148.78
2011-04-26 12:00,197.59
2011-04-26 13:00,185.98
2011-04-26 14:00,161.84
2011-04-26 15:00,163.63
2011-04-26 16:00,288.43
2011-04-26 17:00,552.5
2011-04-26 18:00,488.2
2011-04-26 19:00,308.13
2011-04-26 20:00,233.36
2011-04-26 21:00,206.82
2011-04-26 22:00,148.21
2011-04-26 23:00,71.99
2011-04-27 0:00,29.96
2011-04-27 1:00,15.24
2011-04-27 2:00,7.49
2011-04-27 3:00,4.1
2011-04-27 4:00,4.76
2011-04-27 5:00,15.87
2011-04-27 6:00,101.58
2011-04-27 7:00,276.82
2011-04-27 8:00,410.15
2011-04-27 9:00,187.32
2011-04-27 10:00,106.43
2011-04-27 11:00,116.73
2011-04-27 12:00,155.35
2011-04-27 13:00,163.04
2011-04-27 14:00,165.77
2011-04-27 15:00,160.57
